date,All sectors; corporate and foreign bonds; liability,Nonfinancial corporate business; corporate bonds; liability,Domestic financial sectors; corporate and foreign bonds; liability,U.S.-chartered depository institutions; corporate and foreign bonds; liability,Issuers of asset-backed securities; corporate and foreign bonds; liability,Finance companies; corporate and foreign bonds; liability,Real estate investment trusts; corporate and foreign bonds; liability,Security brokers and dealers; corporate and foreign bonds; liability,Holding companies; corporate and foreign bonds; liability,Other financial business; corporate and foreign bonds where the proceeds are down-streamed to broker-dealer subsidiaries by investment banks that are holding-company parents; liability,Rest of the world; bonds; liability,All sectors; corporate and foreign bonds; asset,Households and nonprofit organizations; corporate and foreign bonds; asset,Federal government; corporate bonds issued by commercial banking under TARP; asset,State and local governments; corporate and foreign bonds; asset,U.S.-chartered depository institutions, including IBFs; corporate and foreign bonds; asset,U.S.-chartered depository institutions; private MBS and CMOs; asset,U.S.-chartered depository institutions, including IBFs; corporate and foreign bonds, excluding private MBS and CMOs; asset,Foreign banking offices in the U.S., including IBFs; corporate and foreign bonds; asset,Banks in U.S.-affiliated areas; corporate and foreign bonds; asset,Credit unions; corporate and foreign bonds; asset,Credit unions; mortgage-backed securities and other asset-backed bonds; asset,Credit unions; corporate and foreign bonds, excluding mortgage-backed securities and other asset-backed bonds; asset,Property-casualty insurance companies; corporate and foreign bonds, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; mortgage-backed securities and other asset-backed bonds, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; corporate and foreign bonds, excluding mortgage-backed securities and other asset-backed bonds; asset,Life insurance companies; corporate and foreign bonds; asset,Life insurance companies, general accounts; mortgage-backed securities and other asset-backed bonds, including those held by U.S. captive reinsurers; asset,Life insurance companies; corporate and foreign bonds, excluding mortgage-backed securities and other asset-backed bonds; asset,Private pension funds; corporate and foreign bonds; asset,Federal government retirement funds; corporate and foreign bonds; asset,State and local government employee defined benefit retirement funds; corporate and foreign bonds; asset,Money market funds; corporate and foreign bonds; asset,Mutual funds; corporate and foreign bonds; asset (market value),Closed-end funds; corporate and foreign bonds; asset,Exchange-traded funds; corporate and foreign bonds; asset,Government-sponsored enterprises; corporate and foreign bonds; asset,Government-sponsored enterprises; mortgage-backed securities and other asset-backed bonds; asset,Government-sponsored enterprises; corporate and foreign bonds, excluding mortgage-backed securities and other asset-backed bonds; asset,Finance companies; corporate and foreign bonds; asset,Real estate investment trusts; corporate and foreign bonds; asset,Security brokers and dealers; corporate and foreign bonds (net); asset,Holding companies; corporate and foreign bonds; asset,Other financial business; corporate and foreign bonds, including financial stabilization programs; asset,Rest of the world; corporate bonds; asset,Rest of the world; U.S. mortgage-backed securities and other U.S. asset-backed bonds; asset,Rest of the world: U.S. corporate bonds, excluding mortgage-backed securities and other asset-backed bonds; asset,Instrument discrepancies; corporate and foreign bonds (level)
1992:Q1,1964203,1106050,679598,32344,294373,196335,19077,19686,99404,18379,178555,1976972,269117,0,18453,142849,57672,85177,35781,174,918,918,0,97836,0,97836,602627,0,602627,185135,183,150253,3892,105926,15405,0,0,0,0,58637,151,44706,4868,0,240061,0,240061,-12769
1992:Q2,2007131,1125491,698098,34262,307285,199431,17917,23104,96533,19566,183542,2022232,271889,0,19312,139189,54007,85182,35816,290,1054,1054,0,97678,0,97678,619359,0,619359,189945,204,154222,5187,117154,15976,0,0,0,0,55935,352,47595,5051,0,246024,0,246024,-15101
1992:Q3,2048281,1140928,719898,36297,321529,199862,17888,22706,98417,23199,187455,2065987,260108,0,20165,143458,53479,89979,36935,308,1170,1170,0,97435,0,97435,633043,0,633043,199439,234,149372,5648,127312,16702,0,0,0,0,59092,654,58189,5572,0,251151,0,251151,-17706
1992:Q4,2095533,1154504,739496,38997,330705,203140,18229,21694,100370,26361,201533,2100995,271275,0,20900,148528,51865,96663,36187,387,1183,1183,0,97846,0,97846,647919,0,647919,206165,250,156882,6390,124186,18342,0,0,0,0,61171,1015,50858,5553,0,245958,0,245958,-5462
1993:Q1,2199866,1212362,766097,39236,345772,204860,18329,19323,104035,34542,221407,2208444,308975,0,22124,153315,53979,99336,37265,475,1223,1223,0,98854,0,98854,668192,0,668192,214214,278,160697,7552,142005,19802,0,1000,1000,0,64966,1079,59851,5497,1000,240080,0,240080,-8578
1993:Q2,2283735,1258846,787332,41065,360504,205663,17169,22754,103406,36771,237557,2290736,333507,0,23629,153504,51386,102118,36639,493,1055,1055,0,100394,0,100394,681493,0,681493,217569,305,165381,8960,158352,21262,0,3000,3000,0,67343,1143,61000,6397,2000,247310,0,247310,-7001
1993:Q3,2396727,1302923,824881,40956,383738,213185,16696,26419,103976,39911,268923,2409631,360520,0,25139,157747,51754,105993,37885,541,1141,1141,0,101975,0,101975,699525,0,699525,229880,355,175780,10685,169825,22722,0,7000,7000,0,71449,1109,71750,7340,3000,254263,0,254263,-12904
1993:Q4,2510377,1337881,862345,41083,410006,215641,16821,33734,105099,39961,310151,2507810,412426,0,26555,157829,54771,103058,38317,619,1873,1873,0,103106,0,103106,712080,0,712080,232829,378,179017,11883,173789,24182,0,11053,11053,0,74787,1170,73045,7447,4000,261425,0,261425,2567
1994:Q1,2585740,1374071,901184,40868,432985,222049,16551,31258,104821,52652,310485,2573819,432635,0,27927,164518,57967,106551,37405,675,1826,1826,0,104863,0,104863,730584,0,730584,228709,390,173379,14171,184605,23090,0,13100,13100,0,75602,1408,76998,7627,5000,269307,0,269307,11921
1994:Q2,2634972,1396331,928908,40752,447017,230588,15800,31324,106473,56954,309733,2616776,456747,0,29320,162700,57189,105511,39075,800,1443,1443,0,106620,0,106620,739424,0,739424,229201,385,169514,14148,183743,21998,0,15200,15200,0,77603,1645,67449,7736,12000,280025,0,280025,18196
1994:Q3,2681480,1410226,955216,41665,458018,239951,15951,29419,106774,63438,316038,2661202,466414,0,30716,158539,55086,103453,40722,600,2181,2181,0,108376,0,108376,755246,0,755246,228749,391,177620,14878,179594,20906,0,17300,17300,0,79283,1883,66488,8055,12500,290761,0,290761,20278
1994:Q4,2737454,1428460,987587,43670,474346,247383,15265,34255,112686,59982,321407,2689994,504850,0,32118,154298,54271,100027,41246,503,2197,2197,0,110133,0,110133,770287,0,770287,225983,385,179142,15498,169940,19814,0,19989,19989,0,82376,2120,64351,7306,14000,273458,0,273458,47460
1995:Q1,2792327,1440558,1026503,43741,482851,267460,15284,26870,117142,73155,325266,2751336,521772,0,33800,148968,52167,96801,42342,501,2304,2304,0,113500,0,113500,790748,0,790748,231254,408,183707,15450,167088,21892,0,23238,23238,0,87339,2152,57682,7681,14000,285510,0,285510,40991
1995:Q2,2874063,1465559,1068149,45146,503514,278093,15328,26844,120541,78683,340355,2842698,514984,0,36095,151057,55728,95329,43014,508,3502,3502,0,116700,0,116700,819295,0,819295,234852,445,187618,17075,188926,24442,0,26318,26318,0,89347,2184,66357,7700,16000,296279,0,296279,31365
1995:Q3,2954545,1475183,1122317,46681,538738,286516,15353,27368,124870,82791,357045,2923924,547668,0,37690,153026,55799,97227,44410,221,3269,3269,0,120001,0,120001,827780,0,827780,236317,466,189288,19178,198210,25889,0,24145,24145,0,90055,2215,66783,7991,20000,309322,0,309322,30621
1995:Q4,3092715,1493095,1167673,46324,565119,300024,15492,29300,127035,84379,431947,3090527,608064,0,39458,148746,54143,94603,43753,422,4223,4223,0,123290,0,123290,855857,0,855857,240235,509,189245,21920,197848,28064,0,29920,29918,2,95345,2887,73814,7890,23750,355287,0,355287,2188
1996:Q1,3169770,1515784,1208010,48019,582732,307509,15631,21360,130594,102165,445976,3156647,618998,0,43266,150007,55011,94996,42196,397,4397,4397,0,125684,0,125684,864751,0,864751,245217,515,197582,25047,203200,27150,0,29401,29387,14,96890,3558,72438,7548,27281,371124,0,371124,13123
1996:Q2,3255639,1542035,1262174,50663,613888,319009,15827,24649,132574,105564,451430,3239218,646840,0,46452,147516,53375,94141,42315,334,4727,4727,0,134599,0,134599,870086,0,870086,248822,510,202478,25501,213539,27223,0,26976,26974,2,98291,4230,72107,8770,31000,386902,0,386902,16421
1996:Q3,3312850,1558127,1282024,51009,621575,324439,16060,26068,134073,108800,472699,3296547,625351,0,48841,143216,50255,92961,43923,259,5763,5763,0,140405,0,140405,893612,0,893612,245490,528,205112,25197,229813,27703,0,26554,26548,6,102407,4873,75031,9439,35313,407717,0,407717,16303
1996:Q4,3401609,1581906,1320106,53646,634317,336794,16791,27281,137677,113600,499597,3407275,605093,0,50343,133983,46968,87015,45604,303,6303,6303,0,141583,0,141583,950955,0,950955,242888,541,211425,24392,245734,28603,0,38064,38057,7,110801,4326,86930,10738,36548,432118,0,432118,-5666
1997:Q1,3434460,1609404,1320136,54745,628623,330937,18263,26567,135979,125022,504920,3418384,533709,0,47944,135493,44384,91109,47176,303,16944,16631,313,143616,0,143616,970544,0,970544,251665,529,221805,27009,250474,27747,0,38017,37975,42,110934,4897,93380,12541,34559,449098,0,449098,16076
1997:Q2,3535860,1644886,1373279,56522,640672,354025,20204,35301,142261,124294,517695,3543226,556844,0,50470,136894,42349,94545,46624,342,17029,16604,425,148507,0,148507,1007623,0,1007623,258761,546,229672,28310,261788,28338,0,39215,39166,49,117766,6033,91459,13907,35575,467523,0,467523,-7366
1997:Q3,3623340,1695804,1371314,57569,634778,333280,26140,33583,148798,137166,556222,3655828,585393,0,50759,136033,40621,95412,47074,432,17317,16836,481,153786,0,153786,1020771,0,1020771,267066,570,233301,33287,292734,29049,0,34690,34637,53,111370,6008,99173,14019,35144,487852,0,487852,-32488
1997:Q4,3708430,1710564,1429708,64461,662290,341480,31637,35340,150336,144164,568158,3771653,592202,0,51808,143274,40517,102757,48450,446,16126,15691,435,159500,0,159500,1058047,0,1058047,276507,601,244545,37060,302868,29377,0,44102,43925,177,120521,6465,92645,15761,33127,498221,0,498221,-63223
1998:Q1,3859606,1782917,1495982,68144,678583,353112,39799,35082,159171,162091,580707,3931290,631865,0,53343,148378,47338,101040,49710,401,16849,16367,482,163821,0,163821,1084475,0,1084475,278076,628,254681,45645,327384,30603,0,43180,42984,196,127383,8048,98163,18030,29600,521027,0,521027,-71684
1998:Q2,4065587,1866328,1588776,69408,731299,367312,47662,40084,164750,168261,610483,4149091,694837,0,57449,162581,51590,110991,46748,499,19303,18403,900,166214,0,166214,1102421,0,1102421,277347,649,264221,69582,354881,32006,0,48611,48436,175,130668,8420,101105,17262,36530,557757,0,557757,-83504
1998:Q3,4122271,1891282,1627033,70833,761598,357968,50149,39435,171529,175521,603956,4223416,677547,0,59437,174635,52137,122498,48170,665,21372,20512,860,168165,0,168165,1119547,0,1119547,281865,702,274628,78789,372339,33581,0,57154,56986,168,121165,7678,91261,18897,38988,576830,0,576830,-101145
1998:Q4,4214977,1926016,1687391,74726,795548,365643,53377,42533,177410,178154,601570,4287792,622796,0,65112,203662,59905,143757,52537,956,21963,20969,994,171065,0,171065,1138089,0,1138089,296446,747,279600,83924,397007,34440,0,68721,68463,258,127605,6070,74720,15024,37595,589714,0,589714,-72815
1999:Q1,4366890,1975002,1790302,75688,824584,394718,59636,34756,186726,214194,601586,4403619,658142,0,67970,206116,67262,138854,46825,579,22389,21258,1131,172497,0,172497,1150925,0,1150925,302154,748,286981,91388,390107,33742,0,74764,74501,263,137978,5602,82383,14358,29750,628220,0,628220,-36729
1999:Q2,4502169,2037287,1856548,76626,856797,413684,58091,30182,195896,225272,608334,4489840,631051,0,70565,233678,69076,164602,46132,403,23679,22505,1174,177806,0,177806,1153123,0,1153123,313168,728,288017,98840,400783,33448,0,76379,76073,306,141965,5548,86463,15811,37209,655044,0,655044,12329
1999:Q3,4609942,2104331,1892386,78105,863661,428899,58879,34623,204326,223893,613225,4569403,617585,0,73195,242177,69801,172376,43844,346,23903,22694,1209,179610,0,179610,1149282,0,1149282,320311,707,310694,115833,398851,32743,0,84426,84084,342,140434,5242,82332,15855,29847,702186,0,702186,40539
1999:Q4,4538619,2128093,1852645,78537,813708,430317,61744,25309,207495,235535,557881,4425908,410518,0,77235,264954,71628,193326,47087,452,21722,20592,1130,184984,788,184196,1138445,0,1138445,339549,667,310038,127839,397825,33091,0,97518,97223,295,154573,9169,86599,16083,33771,673789,0,673789,112711
2000:Q1,4628216,2171263,1888696,81019,814456,447137,62902,36416,215623,231143,568257,4495762,350802,0,80108,262015,67277,194738,47701,357,25159,23426,1733,186384,836,185548,1158001,0,1158001,331245,618,325300,175908,395935,32888,0,101009,100686,323,157329,9063,102574,14758,23783,714825,0,714825,132454
2000:Q2,4699632,2202751,1943944,84305,814650,484002,64283,36247,223367,237090,552937,4559481,379491,0,82373,263049,68227,194822,47045,367,25434,23516,1918,187607,884,186723,1164229,0,1164229,315344,605,310008,185232,385860,32089,0,112890,112575,315,159425,9317,101083,13098,31129,753806,0,753806,140151
2000:Q3,4806814,2242060,1993058,87248,829513,508183,65365,42588,225479,234682,571696,4681534,425791,0,85258,292038,71716,220322,47698,695,22893,20954,1939,190817,932,189885,1178716,0,1178716,294069,628,310917,182484,381228,31490,0,120608,120296,312,167189,8360,108109,13555,23919,795072,0,795072,125280
2000:Q4,4892236,2267543,2042296,92648,869357,503255,64601,40944,234014,237477,582397,4750253,442605,0,87475,311890,79588,232302,54697,758,23206,21220,1986,192346,980,191366,1189369,0,1189369,262616,698,314225,180059,361169,30653,0,131133,124149,6984,173357,9354,103760,13388,24919,842576,0,842576,141983
2001:Q1,5129965,2366256,2168611,95968,934973,535716,67455,35007,250607,248885,595098,5014299,535546,0,90012,313474,86044,227430,51490,1513,27426,24985,2441,194280,1055,193225,1225689,22,1225667,263736,995,296633,199163,373388,29846,0,139852,132626,7226,177258,8438,114687,13679,44600,912594,0,912594,115666
2001:Q2,5294200,2487868,2235235,95335,983581,544301,65151,43913,247499,255455,571097,5176874,550570,0,93853,323177,81145,242032,70631,1209,30882,27965,2917,194621,1129,193492,1260980,43,1260937,254785,1077,278142,201426,380665,28154,0,155864,147330,8534,170048,7861,122200,13129,49272,988328,0,988328,117326
2001:Q3,5384180,2521528,2313673,97888,1030618,558826,67025,47064,258044,254208,548979,5309829,575367,0,95448,334875,77988,256887,73280,1423,34211,31121,3090,198241,1204,197037,1301573,65,1301508,249615,1488,282050,208465,380900,26754,0,165466,156715,8751,176461,7824,103832,12953,60160,1019444,0,1019444,74351
2001:Q4,5518451,2563772,2397193,98303,1098945,571319,69243,42343,257363,259677,557486,5440059,624625,0,99275,350256,97750,252506,86943,1372,36979,33561,3418,205108,38806,166302,1327337,262261,1065076,239983,2383,279658,204720,380311,28036,0,155735,144781,10954,192367,9778,109786,15469,70768,1019170,0,1019170,78392
2002:Q1,5666270,2604849,2493043,95784,1169154,579901,69901,38425,257786,282092,568378,5568188,621815,0,101448,351763,91982,259781,81186,1229,39448,36391,3057,206746,39031,167715,1366345,266969,1099376,248415,2306,277666,206058,403469,30653,0,168159,157857,10302,188175,9573,110514,14237,82320,1056663,0,1056663,98082
2002:Q2,5826975,2635778,2621061,96029,1257710,604567,74425,42805,264837,280688,570136,5772560,721878,0,103584,338307,82487,255820,81405,1403,41414,38014,3400,208219,39258,168961,1394965,272125,1122840,264061,2462,281004,196577,416321,30027,0,178512,168868,9644,192700,11130,130138,12991,70001,1095461,168630,926831,54415
2002:Q3,5888821,2621138,2689280,94996,1303484,617315,79713,46614,266451,280707,578403,5915678,798675,0,105199,344449,89255,255194,84312,1141,44312,40763,3549,208306,39485,168821,1434961,277354,1157607,263734,2932,252536,209834,407803,29107,1724,188586,180020,8566,201971,12514,128940,13463,67269,1113910,171279,942631,-26857
2002:Q4,6060637,2629821,2797746,97547,1377667,635288,83260,40624,273215,290145,633070,6139147,972966,0,108767,345011,89949,255062,85960,1090,44784,41133,3651,212589,39713,172876,1459456,282556,1176900,251755,3093,230141,212566,425692,29984,1857,189268,182434,6834,210467,10351,139161,13002,56415,1134772,174293,960479,-78510
2003:Q1,6204621,2636834,2863688,99476,1391387,652051,86800,50232,291190,292552,704099,6312163,874552,0,108710,350363,100074,250289,167930,783,53106,49276,3830,216961,41346,175615,1520747,285274,1235473,255421,3434,208942,223651,437392,35674,2055,198970,191931,7039,219026,15067,140946,17775,72689,1187969,182261,1005708,-107542
2003:Q2,6373281,2682369,2966253,101472,1433842,678261,91085,46175,315531,299887,724659,6554618,854753,0,109794,335758,98625,237133,171669,1671,56472,53448,3024,220665,43046,177619,1578752,288033,1290719,259668,3552,203087,254497,484947,51491,2501,200724,193162,7562,235140,14264,161305,23047,84075,1246786,191071,1055715,-181337
2003:Q3,6467878,2712323,3047553,102272,1476358,703846,97806,48640,317981,300650,708002,6623153,762199,0,112256,345043,105555,239488,166131,1586,51980,49053,2927,226040,44815,181225,1613602,290830,1322772,266307,9200,210183,251994,488321,58793,2346,205168,200600,4568,253769,17054,170827,14252,98124,1297978,211044,1086934,-155275
2003:Q4,6839798,2717248,3194367,104014,1553625,743228,107089,46991,333896,305524,928183,6986848,886034,0,117696,378520,121219,257301,164047,1447,51790,49065,2725,233489,46658,186831,1650008,293632,1356376,272966,9424,223462,252426,516543,61458,2520,222812,220464,2348,263751,18881,188745,14324,111347,1345158,231285,1113873,-147050
2004:Q1,7024330,2725498,3345078,104531,1651640,753330,117683,59978,347077,310839,953754,7221493,922888,0,121661,380269,157602,222667,174740,1633,54707,51259,3448,243209,48179,195030,1700668,301935,1398733,276136,9526,225907,245629,562181,63899,2980,258966,256642,2324,258880,24536,185892,14039,103963,1389184,251835,1137349,-197163
2004:Q2,7150552,2707998,3487133,107888,1770264,759260,126407,60596,354295,308423,955421,7253586,880428,0,118660,375897,153651,222246,166004,1382,52748,49501,3247,249220,49749,199471,1742284,310479,1431805,273049,9258,235026,255518,508898,64330,2969,297503,294693,2810,248908,27583,193522,13585,93284,1443530,275175,1168355,-103034
2004:Q3,7381583,2704071,3676221,109414,1905193,766945,144705,68897,376206,304861,1001291,7548719,944222,0,128971,408988,164171,244817,171342,1204,47833,45237,2596,256069,51371,204698,1783004,319275,1463729,268917,9254,219033,249003,524827,66162,3269,338358,336521,1837,253082,33113,199881,13329,98502,1530356,317924,1212432,-167136
2004:Q4,7597391,2696808,3834625,116881,1957905,817353,183845,62237,378656,317748,1065958,7755034,818466,0,119935,425096,175584,249512,188234,1294,53380,50625,2755,260756,53045,207711,1815475,328333,1487142,265356,9671,295441,251429,544185,69077,3510,414801,339453,75348,256037,35992,203752,15658,96847,1610642,362175,1248467,-157643
2005:Q1,7838111,2691178,4063008,121330,2123995,849465,195883,65026,385833,321476,1083925,7929301,830425,0,120537,452821,194555,258266,223461,1083,56441,53591,2850,266087,56655,209432,1839878,340066,1499812,267690,9480,290029,238784,534890,69597,4030,424456,347376,77080,248228,38465,221663,14821,108926,1667509,403508,1264001,-91190
2005:Q2,8061446,2671393,4277180,121953,2283808,865142,212282,63720,400805,329470,1112873,8156393,864807,0,127885,477530,211766,265764,239276,1305,54950,52771,2179,267704,60491,207213,1842162,352228,1489934,274549,9670,276757,235179,558529,70155,4475,444882,366085,78797,252567,44024,242951,23433,96344,1747259,452717,1294542,-94947
2005:Q3,8111334,2667716,4309195,123877,2406665,753761,219507,70720,405670,328995,1134423,8174536,737846,0,140577,496830,226219,270611,268764,1106,46607,45129,1478,274404,64569,209835,1848827,364812,1484015,281027,8081,291737,247686,556163,69989,5003,462936,382190,80746,204224,49656,246828,12994,83069,1840182,496434,1343748,-63202
2005:Q4,8299158,2659502,4517934,130387,2531594,806478,216679,62361,425094,345341,1121722,8299832,869615,0,141808,492825,236358,256467,267520,767,52121,50548,1573,273453,68904,204549,1837340,377852,1459488,286114,8151,288530,264803,551113,68710,5312,465676,382937,82739,203548,52976,286263,11909,67472,1803806,505874,1297932,-674
2006:Q1,8538279,2672344,4716759,134421,2686314,810930,227550,71136,438983,347425,1149176,8493966,836027,0,135564,514919,252933,261986,276537,548,59714,57313,2401,277446,71725,205721,1858191,385601,1472590,332633,8218,283527,279849,583599,70052,5621,473144,388870,84274,200501,55100,287214,11718,75000,1868844,544060,1324784,44313
2006:Q2,8838180,2698065,4914219,141858,2830838,832620,230081,72769,451724,354329,1225896,8717442,893109,0,141261,535355,260893,274462,287254,106,58153,55762,2391,280375,74671,205704,1861394,393514,1467880,335162,8048,288004,296682,591031,71917,6048,479124,393429,85695,189849,58720,289282,12372,65137,1969059,594252,1374807,120738
2006:Q3,9057558,2710934,5018179,146078,2924673,824020,233616,74011,459293,356488,1328445,9024283,848694,0,148314,544399,254989,289410,287695,102,56642,54145,2497,282093,77746,204347,1858740,401530,1457210,348581,8362,306355,343254,626362,72741,6658,476660,389740,86920,183508,59957,304059,14826,71420,2174861,676129,1498732,33275
2006:Q4,9354378,2736284,5217380,159943,3064475,849666,230581,68788,476973,366954,1400714,9374294,919739,0,155890,564002,268313,295689,295775,379,64726,61951,2775,285227,80957,204270,1816659,409719,1406940,338583,9106,321000,368769,667340,73231,7632,481737,393479,88258,184833,64612,324232,17114,60376,2353332,753001,1600331,-19916
2007:Q1,9802457,2762600,5550126,164722,3234239,963584,246113,83652,493992,363824,1489731,9822134,958500,0,165117,585350,272879,312471,318665,350,74590,70904,3686,287800,83096,204704,1829595,415200,1414395,343656,9275,346907,394534,688997,73830,8575,493010,406529,86481,189133,63727,368822,14982,69586,2537133,834872,1702261,-19677
2007:Q2,10098004,2812726,5694817,171758,3329505,959819,242353,93615,533894,363873,1590461,10017181,850931,0,159602,612871,291981,320890,352433,458,76922,73396,3526,290279,85291,204988,1836542,420735,1415807,341238,9443,378952,435893,698368,76411,10107,501240,414803,86437,191967,65590,386139,14366,59324,2668105,902220,1765885,80823
2007:Q3,10576350,2834893,6044798,176852,3610650,983875,237637,86273,561503,388008,1696659,10515154,1115128,0,168610,690524,316748,373776,356388,779,77873,74909,2964,292907,87544,205363,1850286,426366,1423920,351231,8478,384867,423219,744439,74207,11536,480572,389321,91251,195949,38588,387684,18328,141511,2702050,871747,1830303,61196
2007:Q4,10753433,2861113,6157770,184763,3690401,974097,231327,64803,593896,418483,1734550,10700703,1218962,0,169374,715535,383650,331885,373133,476,75727,72734,2993,290458,89856,200602,1839659,431967,1407692,361819,8966,445798,384558,747638,71898,13903,464350,373407,90943,189350,34430,359212,36407,124024,2775026,852207,1922819,52730
2008:Q1,10790461,2881548,6173102,184953,3658694,1004507,207735,80369,625508,411336,1735811,10611316,1192386,0,167662,717020,396809,320211,388167,670,74780,71861,2919,280704,87922,192782,1777123,395499,1381624,356744,9115,442510,406443,736999,67713,17064,460816,373297,87519,198352,23428,342201,35471,136908,2779040,810293,1968747,179145
2008:Q2,10787394,2954630,6164581,184463,3580782,989288,206822,84481,704062,414683,1668183,10416476,1241379,0,165694,711120,375701,335419,363926,618,74563,71527,3036,271646,86034,185612,1712885,362204,1350681,336719,8862,456068,389740,785440,64063,20270,392925,310264,82661,197768,21568,246751,37710,164793,2751968,759673,1992295,370918
2008:Q3,10520252,2970293,6085726,176219,3560333,980544,194816,76926,667191,429697,1464233,9737135,1303212,0,161337,679177,360297,318880,359837,441,69273,66538,2735,260521,84192,176329,1629598,331550,1298048,325702,8100,415621,292496,698841,52804,21990,360522,281901,78621,195057,20066,195947,39258,203757,2443578,636376,1807202,783117
2008:Q4,10273521,2986970,5944659,184816,3420063,924456,171032,97067,730210,417015,1341892,9351933,1375190,0,153740,652363,314573,337790,405369,510,62623,60001,2622,251485,82393,169092,1545266,303562,1241704,333179,7074,380254,233268,617149,40254,27294,326974,249520,77454,192364,11662,115191,36207,200608,2383909,583602,1800307,921588
2009:Q1,10256587,3077982,5818821,170281,3300586,908012,151947,82039,1205956,0,1359784,9342753,1554304,0,147348,687663,282407,405256,355572,192,43244,40891,2353,263891,79893,183998,1625005,312129,1312876,349975,6673,348527,205029,619687,38827,33101,284284,275783,8501,199695,12219,92099,32249,198113,2245056,514544,1730512,913834
2009:Q2,10301557,3144946,5657037,167486,3175819,858003,148694,97137,1209898,0,1499574,9855140,1658064,372,159243,706852,278742,428110,306952,1475,42663,40263,2400,280575,77464,203111,1688263,321057,1367206,368696,7348,380982,202480,744616,45340,41494,285551,276961,8590,204739,13884,108570,29702,197309,2379970,508292,1871678,446417
2009:Q3,10339368,3167974,5535615,160618,3046055,854287,144520,104025,1226110,0,1635779,10270917,1634784,546,164909,721849,275705,446144,292575,2342,42837,40403,2434,297284,75107,222177,1778553,330286,1448267,392961,7757,403093,171651,863762,50869,50641,297372,288936,8436,199890,15576,137709,33342,193517,2517098,506167,2010931,68451
2009:Q4,10195021,3197060,5304965,176344,2860958,837488,144389,92851,1192935,0,1692996,10115150,1430676,560,167415,668191,262944,405247,247577,2005,43495,41186,2309,315535,72817,242718,1874891,339802,1535089,409575,7928,405276,173322,989898,52636,57806,226955,225950,1005,198615,16004,136780,31212,175276,2483522,484800,1998722,79871
2010:Q1,10234938,3244612,5234340,408136,2559145,858129,153289,92252,1163389,0,1755986,10219171,1568362,581,171448,605354,227872,377482,239780,1426,42299,40081,2218,323400,71327,252073,1923109,347500,1575609,417671,8202,410207,179652,1064260,54892,63453,224578,223765,813,87325,18384,141085,33790,180956,2458957,464081,1994876,15767
2010:Q2,10121507,3270441,5082338,425425,2435708,833988,146903,100907,1139407,0,1768728,10225726,1579014,652,166776,582215,202307,379908,257183,549,41542,39343,2199,331478,69867,261611,1971946,355336,1616610,432848,8194,411375,172811,1069720,53799,69107,221627,220952,675,86006,19222,137752,17498,175425,2418987,445344,1973643,-104219
2010:Q3,10230607,3339218,4993047,403394,2320872,822511,148914,96115,1201241,0,1898342,10500988,1334467,757,174088,577779,187883,389896,368431,537,32703,31406,1297,339733,68434,271299,2021854,363386,1658468,445627,8900,433746,164147,1201942,57065,79903,219592,219143,449,84412,20862,147255,42346,168977,2575865,445239,2130626,-270381
2010:Q4,10376973,3385239,5088632,370734,2189732,1077252,145389,129722,1175803,0,1903102,10552800,1582912,880,179858,550515,174892,375623,238161,587,6620,6121,499,348237,67029,281208,2073968,371565,1702403,445780,8694,427003,75524,1264145,58019,78037,211814,211376,438,84123,23178,169678,38521,163439,2523107,441382,2081725,-175827
2011:Q1,10370790,3408834,4994251,366453,2099733,1059174,152863,128238,1187790,0,1967705,10539835,1456232,879,177622,533727,165860,367867,224362,5873,6401,5939,462,357011,68633,288378,2119875,387708,1732167,450259,8647,424852,74681,1340414,59557,84094,208116,207649,467,84436,25804,181227,40603,139705,2535458,432892,2102566,-169045
2011:Q2,10477420,3464113,4920323,360875,2047309,1053382,152791,110065,1195901,0,2092984,10698873,1541588,879,173147,526653,152751,373902,232625,5229,6230,5778,452,363104,70272,292832,2151417,404561,1746856,461545,8892,417145,74629,1367745,59620,91426,200182,199754,428,86157,27385,162623,40717,134853,2565082,426431,2138651,-221453
2011:Q3,10400911,3506543,4802300,340621,1977674,1053013,151539,99211,1180242,0,2092068,10681304,1689720,813,170432,546337,153690,392647,258668,4527,5970,5553,417,372513,71947,300566,2190891,422149,1768742,477509,9509,406943,72182,1218953,57202,98763,190239,189855,384,88663,28135,112285,22089,123815,2535146,421420,2113726,-280393
2011:Q4,10363382,3544036,4711808,353238,1931430,1037544,152939,91829,1144828,0,2107538,10710160,1694590,792,177429,552974,150096,402878,236731,4176,6302,5870,432,394657,77631,317026,2221170,440568,1780602,484880,10460,438288,72555,1244990,56444,112243,183617,183206,411,85002,27009,88951,18343,107518,2491039,414864,2076175,-346778
2012:Q1,10466925,3620952,4732317,337545,1890636,1028797,162043,98018,1215278,0,2113656,10941125,1713342,767,174872,522649,148251,374398,219889,4337,6901,6534,367,396959,78048,318911,2266023,439410,1826613,505652,11123,447394,53527,1321874,58674,129644,182305,181865,440,84900,30304,132871,67235,96142,2513741,406059,2107682,-474200
