date,Federal government; Treasury securities; liability,Federal government; marketable Treasury securities; liability,Federal government; Treasury bills; liability,Federal government; other marketable Treasury securities; liability,Federal government; long-term marketable Treasury securities issued to the Civil Service Retirement Fund through the Federal Financing Bank; liability,Federal government; nonmarketable Treasury securities; liability,Federal government; U.S. savings securities; liability,State and local governments; State and local government series securities (SLGS); asset,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan G Fund; asset,Federal government defined benefit retirement funds; nonmarketable Treasury securities; asset,Other financial business; nonmarketable Treasury securities held by Federal Reserve credit facility LLCs; asset,Federal government; other nonmarketable Treasury securities; liability,All sectors; Treasury securities; asset,Households and nonprofit organizations; Treasury securities; asset,Federal government; U.S. savings securities; liability,Households and nonprofit organizations; Treasury securities, excluding U.S. savings securities; asset,Nonfinancial corporate business; Treasury securities; asset,Nonfinancial noncorporate business; total U.S. government securities; asset,State and local governments; Treasury securities, including SLGS; asset,State and local governments; State and local government series securities (SLGS); asset,State and local governments; Treasury securities, excluding SLGS; asset,Monetary authority; total Treasury securities; asset,Monetary authority; Treasury bills; asset,Monetary authority; other Treasury securities, excluding Treasury bills; asset,U.S.-chartered depository institutions; Treasury securities; asset,Foreign banking offices in the U.S.; Treasury securities; asset,Banks in U.S.-affiliated areas; Treasury securities; asset,Credit unions; Treasury securities; asset,Property-casualty insurance companies; Treasury securities, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; Treasury bills, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; other Treasury securities, including those held by U.S. residual market reinsurers, excluding Treasury bills; asset,Life insurance companies; Treasury securities; asset,Life insurance companies; Treasury bills, including those held by U.S. captive reinsurers; asset,Life insurance companies; other Treasury securities, including those held by U.S. captive reinsurers, excluding Treasury bills; asset,Private pension funds; Treasury securities; asset,Private defined benefit pension funds; Treasury securities; asset,Private defined contribution pension funds; Treasury securities; asset,Federal government retirement funds; Treasury securities; asset,Federal government defined benefit retirement funds; Treasury securities; asset,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan; asset,State and local government employee defined benefit retirement funds; Treasury securities; asset,Money market funds; Treasury securities; asset,Money market funds; Treasury bills; asset,Money market funds; Other Treasury securities, excluding Treasury bills; asset,Mutual funds; Treasury securities; asset (market value),Mutual funds; Treasury bills; asset,Mutual funds; other Treasury securities, excluding Treasury bills (includes all Treasury securities before 2010:Q4); asset,Closed-end funds; Treasury securities; asset,Exchange-traded funds; Treasury securities; asset,Government-sponsored enterprises; Treasury securities; asset,Issuers of asset-backed securities; Treasury securities; asset,Security brokers and dealers; Treasury securities (net); asset,Holding companies; Treasury securities; asset,Other financial business; Treasury securities; asset,Rest of the world; Treasury securities; asset,Rest of the world; Treasury bills and certificates; asset,Rest of the world; other Treasury securities, excluding Treasury bills and certificates; asset,Instrument discrepancies; Treasury securities (level)
2000:Q2,4119004,3014524,629928,2369596,15000,1104480,184634,160350,31111,668329,0,60056,4008563,527305,184634,342671,23978,37921,315716,160350,155366,504950,192792,312158,125514,84355,2366,8901,63116,5896,57220,60819,2,60817,116398,71437,44961,715522,683329,32193,194886,80320,39709,40611,100243,0,100243,8145,0,20659,84,-24138,1086,7526,1032891,181040,851851,110441
2000:Q3,4079861,2970228,616174,2339054,15000,1109633,184339,153290,31777,682363,0,57864,3979077,469431,184339,285092,23141,38917,314553,153290,161263,511413,184356,327057,117379,91203,2226,8631,61578,6004,55574,60369,2,60367,114613,67182,47431,730247,697363,32884,185471,79918,46628,33290,107279,0,107279,8221,0,29023,98,7847,1114,7526,1008879,174616,834263,100784
2000:Q4,4062699,2944782,646855,2282927,15000,1117917,184753,151030,32525,689935,0,59674,4030248,538198,184753,353445,18105,40162,316938,151030,165908,511703,178741,332962,96605,94029,1806,8289,59856,6413,53443,59553,2,59551,110794,64220,46574,738669,704935,33734,179057,93821,55795,38026,113057,0,113057,7603,0,13262,128,-3252,848,9591,1021426,177846,843580,32451
2001:Q1,4095263,2964368,712032,2237336,15000,1130895,184815,152890,34100,698274,0,60816,4069872,494803,184815,309988,16108,41329,324059,152890,171169,523862,184244,339618,80160,97915,1158,8082,58252,4888,53364,58654,2,58652,116812,68685,48127,748867,713274,35593,177342,99846,69073,30773,111893,0,111893,6736,0,11891,0,61131,845,10344,1019783,175274,844509,25391
2001:Q2,3949181,2804731,620044,2169687,15000,1144450,185517,153320,35442,709915,0,60256,3905505,392294,185517,206777,16063,42246,332246,153320,178926,535110,181126,353984,77342,102192,1037,6665,58227,4768,53459,57616,3,57613,111017,67620,43397,761902,724915,36987,183128,96833,58129,38704,110969,0,110969,6704,0,12281,0,1549,942,10841,988301,159963,828338,43676
2001:Q3,4031221,2883903,734856,2134047,15000,1147318,186464,146360,36778,723233,0,54483,3978228,405528,186464,219064,16864,42412,328770,146360,182410,534136,175104,359032,71853,108594,1415,6507,58797,5570,53227,56650,3,56647,110361,66279,44082,776955,738233,38722,166813,118650,74592,44058,100326,0,100326,6956,0,12581,0,48095,856,10045,995064,177737,817327,52993
2001:Q4,4118460,2940792,811214,2114578,15000,1177668,190390,146250,38660,750770,0,51598,4072071,367919,190390,177529,16852,42829,336421,146250,190171,551675,182074,369601,67841,103830,1167,7577,61234,6308,54926,59372,4444,54928,103378,63867,39511,806238,765770,40468,155099,142343,95642,46701,105593,0,105593,7672,0,13613,54,12177,1214,12765,1095208,218237,876971,46389
2002:Q1,4157645,2994298,834378,2144920,15000,1163347,191963,141050,40404,738737,0,51193,4099698,347278,191963,155315,20664,42831,335823,141050,194773,575356,192364,382992,82696,94055,1999,7792,63953,6419,57534,67696,6311,61385,108018,62330,45688,795887,753737,42150,163285,142746,100300,42446,105656,0,105656,5715,0,18049,714,-4675,1290,12915,1109955,222569,887386,57947
2002:Q2,4187119,3012323,822439,2174884,15000,1174796,192771,142750,41603,747571,0,50101,4147391,314988,192771,122217,25139,42833,342062,142750,199312,590683,196633,394050,87955,105714,1114,7829,67176,6976,60200,75981,8240,67741,105255,59711,45544,806049,762571,43478,153232,128379,91644,36735,106098,0,106098,5681,0,20635,725,-3852,1750,13806,1148159,247185,900974,39728
2002:Q3,4287334,3096826,868220,2213606,15000,1190508,193313,144290,44948,758685,0,49272,4279929,314579,193313,121266,28351,42835,347140,144290,202850,604191,202210,401981,84912,114976,1057,6895,72155,9598,62557,85493,10734,74759,103439,56935,46504,820888,773685,47203,151652,124965,90377,34588,119239,0,119239,5949,2209,25025,778,-3337,1423,13772,1211343,262250,949093,7405
2002:Q4,4400053,3181716,888741,2277975,15000,1218337,194933,153400,46849,775299,0,47856,4413289,265526,194933,70593,31354,42837,363559,153400,210159,629406,226682,402724,95557,116699,1490,7838,77966,11740,66226,92812,11070,81742,98904,51169,47735,839578,790299,49279,144525,146058,112489,33569,121054,0,121054,5073,2057,25729,813,2574,1301,15081,1285498,268918,1016580,-13236
2003:Q1,4441492,3293980,955018,2323962,15000,1147512,196930,148830,0,752803,0,48949,4451116,355614,196930,158684,34525,43351,358879,148830,210049,641464,232706,408758,98536,44507,1621,7882,79434,12901,66533,92810,12347,80463,106624,57454,49170,770466,767803,2663,148527,153646,113049,40597,129128,0,129128,5125,1614,25256,1087,11907,1168,15067,1322878,283025,1039853,-9624
2003:Q2,4558534,3356764,927754,2414010,15000,1201770,199181,140500,50114,763644,0,48331,4577018,346270,199181,147089,36575,43866,352645,140500,212145,652118,238965,413153,87902,44497,1972,9059,83421,16783,66638,90532,11725,78807,111418,63601,47817,831453,778644,52809,161290,149295,109187,40108,135224,0,135224,5304,1367,25477,2062,-27582,2369,15221,1415263,287617,1127646,-18484
2003:Q3,4675606,3438700,918196,2505504,15000,1236906,201562,148370,51133,773146,0,62695,4673223,350714,201562,149152,35355,44380,367304,148370,218934,656116,241533,414583,92410,39872,2337,9795,86829,19609,67220,88870,12753,76117,108321,60711,47610,842700,789284,53416,145602,138729,105395,33334,131249,0,131249,5463,1860,23967,2451,-3727,3010,15280,1484336,284745,1199591,2383
2003:Q4,4823169,3553832,928768,2610064,15000,1269337,203862,149190,51160,799966,0,65159,4776943,381206,203862,177344,33690,44895,380851,149190,231661,666665,244833,421832,105691,33412,2480,9311,90827,22545,68282,82108,8642,73466,113112,65515,47597,869564,816188,53376,141252,134678,101022,33656,132725,0,132725,5509,2147,13462,2088,445,2745,14556,1513524,290919,1222605,46226
2004:Q1,4944973,3702839,984940,2702899,15000,1242134,204466,155710,51781,786183,0,43994,4912453,371385,204466,166919,34925,46220,397356,155710,241646,674084,246539,427545,112564,36540,2796,9364,94991,24264,70727,84037,8331,75706,110091,62426,47665,856374,802435,53939,143710,128580,93627,34953,116206,0,116206,6864,3108,13049,3310,-7884,2163,14534,1658086,315465,1342621,32520
2004:Q2,4994623,3736774,946759,2775015,15000,1257849,204631,161470,53936,794232,0,43580,4922246,313396,204631,108765,34008,47545,399266,161470,237796,687391,254295,433096,110060,33488,3700,10294,97249,25183,72066,84088,6533,77555,111054,62732,48322,866383,810480,55903,134943,105120,84438,20682,142725,0,142725,7198,3740,13724,4263,-89332,2425,13752,1785766,321065,1464701,72377
2004:Q3,5093081,3822244,961449,2845795,15000,1270837,204200,158210,56367,809347,0,42713,5035687,268386,204200,64186,31880,48870,418955,158210,260745,700341,258804,441537,90719,34385,3217,8971,104838,31290,73548,84937,5569,79368,108814,59407,49407,883349,824909,58440,143825,102957,82378,20579,148533,0,148533,7547,4191,13024,5298,-27190,1564,13319,1834957,335429,1499528,57394
2004:Q4,5226622,3919926,1001189,2904737,14000,1306696,204456,160680,56671,841900,0,42989,5141657,383069,204456,178613,34014,50195,405268,160680,244588,717819,262970,454849,82612,27725,3836,9323,110862,36366,74496,84534,3626,80908,108228,58574,49654,915612,856508,59104,153823,104984,84993,19991,150732,0,150732,7661,5005,12860,7554,-62545,1986,12947,1813553,323668,1489885,84965
2005:Q1,5379919,4062682,1055765,2992917,14000,1317237,204247,179010,58891,830345,0,44744,5279782,333527,204247,129280,49230,51689,426935,179010,247925,717326,263005,454321,95664,32173,4034,8712,112239,37743,74496,88027,4509,83518,109570,59471,50099,906229,844942,61287,166952,105476,77689,27787,154161,0,154161,7718,7286,13033,11974,-45073,1588,13232,1908080,314895,1593185,100137
2005:Q2,5333242,3992064,920023,3058041,14000,1341178,204226,206740,61599,826123,0,42490,5254346,289584,204226,85358,52929,53184,472007,206740,265267,724722,265015,459707,85262,27352,3497,8782,110515,37086,73429,91458,4349,87109,110449,60297,50152,904847,840729,64118,171517,90842,65192,25650,155408,0,155408,8134,7946,12569,16444,-77454,2381,13123,1918848,283765,1635083,78896
2005:Q3,5420140,4044797,910323,3120474,14000,1375343,203644,225280,63512,840157,0,42750,5323114,250746,203644,47102,48484,54679,519309,225280,294029,736360,269758,466602,84144,27529,3335,8291,112052,38467,73585,95653,4759,90894,111797,60714,51083,921091,855086,66005,157240,87188,59100,28088,164423,0,164423,7831,8952,12814,22331,-89334,2410,13214,1962575,259377,1703198,97026
2005:Q4,5560940,4143058,960701,3168357,14000,1417882,205162,235570,64450,868907,0,43793,5428175,238635,205162,33473,52117,56174,534615,235570,299045,744215,271270,472945,76496,27843,3935,8075,110702,38993,71709,98546,4627,93919,111423,60001,51422,950863,883849,67014,162596,90359,71173,19186,171557,0,171557,7784,9691,13069,28748,-69937,1121,15157,1984391,264728,1719663,132765
2006:Q1,5703174,4297584,1039036,3244548,14000,1405590,205975,234840,65904,854760,0,44111,5520736,334285,205975,128310,50010,56213,523041,234840,288201,758542,275370,483172,74201,24043,4034,8339,109233,35867,73366,97335,4728,92607,125213,103989,21224,938128,869726,68402,151826,86503,66125,20378,169426,0,169426,7196,9857,13435,34416,-66542,2675,15150,1994177,283078,1711099,182438
2006:Q2,5632891,4211505,913803,3283702,14000,1421386,205227,242020,70550,859308,0,44281,5415373,264442,205227,59215,44880,56252,544741,242020,302721,766364,275370,490994,78373,26992,3726,8059,106484,31629,74855,95096,4604,90492,125483,104206,21277,947262,874255,73007,148982,81491,59913,21578,162940,0,162940,7526,11517,13758,39718,-116715,2689,15102,1980211,253270,1726941,217518
2006:Q3,5691443,4257879,908474,3335405,14000,1433564,203656,238840,72169,874247,0,44652,5538104,245425,203656,41769,44794,56291,559187,238840,320347,768924,277019,491905,70296,29877,3298,8134,108582,32624,75958,93047,4954,88093,130414,108294,22120,963799,889046,74753,153858,73141,52821,20320,168127,0,168127,7728,12045,13971,47036,-93890,2323,15155,2056542,244681,1811861,153339
2006:Q4,5780414,4297561,940772,3342789,14000,1482853,202434,257630,72785,904667,0,45337,5624875,140767,202434,-61667,45463,56329,596969,257630,339339,778915,277019,501896,74411,26795,3687,7664,112564,35067,77497,89425,5074,84351,131590,109263,22327,994960,919510,75450,157228,84451,64677,19774,173246,0,173246,7809,12883,14247,52455,-83433,2566,17706,2126178,253331,1872847,155539
2007:Q1,5917644,4423714,1029109,3380605,14000,1493930,200335,281930,76341,889380,0,45944,5769817,142222,200335,-58113,39167,57082,644122,281930,362192,780901,277019,503882,77624,31250,3147,7210,104479,31445,73034,85852,4295,81557,132726,109763,22963,983308,904236,79072,146314,93210,66650,26560,180427,0,180427,7637,13832,14526,60362,-76454,766,18111,2221996,279615,1942381,147827
2007:Q2,5796827,4294495,865668,3414827,14000,1502332,198648,301620,77399,878812,0,45853,5600960,53186,198648,-145462,33119,57834,654376,301620,352756,790522,277019,513503,75919,23261,3161,7473,92294,23978,68316,82187,3732,78455,131281,108127,23154,973786,893701,80085,162417,91642,63003,28639,179473,0,179473,6995,15794,14837,69872,-131121,848,18159,2193645,228764,1964881,195867
2007:Q3,5918987,4403060,954607,3434453,14000,1515927,197126,296510,81379,895027,0,45885,5796156,33266,197126,-163860,38968,58587,671972,296510,375462,779632,267019,512613,78066,30131,2211,8760,82978,19563,63415,78325,2899,75426,135527,111185,24342,995161,910933,84228,160898,130326,100051,30275,176449,0,176449,7002,17664,15050,78632,-50420,721,17878,2248372,262209,1986163,122831
2007:Q4,6051176,4493689,999547,3480142,14000,1557487,196452,293240,83913,937977,0,45905,6007437,21462,196452,-174990,38319,59339,673195,293240,379955,740611,227841,512770,80056,30403,1834,10630,74536,16647,57889,74008,2540,71468,140096,114498,25598,1040714,953842,86872,148802,181813,139679,42134,185444,0,185444,6355,20789,15547,80024,-23007,7177,22848,2376442,302698,2073744,43739
2008:Q1,6235995,4691656,1153879,3523777,14000,1544339,195425,286340,91977,922888,0,47709,6287318,143431,195425,-51994,27239,57456,665207,286340,378867,591234,92985,498249,70102,37557,1405,9841,75784,17321,58463,85221,6129,79092,143945,114007,29938,1034132,938618,95514,146695,302500,250825,51675,190110,0,190110,6295,22318,15716,79286,-4738,6424,23625,2556533,355671,2200862,-51323
2008:Q2,6194084,4656134,1055697,3586437,14000,1537950,195003,275200,94389,929460,0,43898,6130113,138125,195003,-56878,28797,55572,652323,275200,377123,478841,21740,457101,54409,35024,1207,10649,73764,14756,59008,96973,10149,86824,138548,106085,32463,1042895,945159,97736,142011,289666,244055,45611,172832,0,172832,5887,23387,24046,74828,-32117,11960,22986,2587500,376743,2210757,63971
2008:Q3,6739828,5192997,1484332,3694665,14000,1546831,194253,260240,101452,948291,0,42595,6717652,231448,194253,37195,25505,53689,630065,260240,369825,476627,18423,458204,74468,30819,1192,10339,70855,11585,59270,106732,12344,94388,139402,103080,36322,1069300,964460,104840,140704,470378,414568,55810,192794,0,192794,5479,27033,24580,72196,-13149,13796,29521,2833879,504793,2329086,22176
2008:Q4,7353471,5757055,1861187,3881868,14000,1596416,194075,249320,108216,1001287,0,43518,7577268,411200,194075,217125,30455,51806,604212,249320,354892,475921,18423,457498,56362,35508,1190,9285,71100,11194,59906,117348,21163,96185,148919,106448,42471,1128854,1017032,111822,143751,590959,489744,101215,200790,0,200790,4310,27785,25092,69366,64620,3127,52334,3252974,758010,2494964,-223797
2009:Q1,7797619,6227207,2027691,4185516,14000,1570412,193975,240100,112623,979222,0,44492,7889491,544370,193975,350395,41105,50390,582604,240100,342504,492323,18423,473900,74644,41281,847,8897,76609,13016,63593,129501,23732,105769,149354,104505,44849,1110883,994800,116083,144548,532664,444322,88342,231114,0,231114,4261,32941,29184,65841,83280,565,44446,3417839,858614,2559225,-91872
2009:Q2,8140620,6571808,2000458,4559429,11921,1568812,193592,232970,112955,985639,0,43656,8023919,422512,193592,228920,41890,48975,605668,232970,372698,656466,18423,638043,87285,33226,768,13061,80633,13017,67616,131376,21240,110136,147669,101158,46511,1115567,999266,116301,148094,500464,411284,89180,251445,0,251445,4502,36921,38460,61151,85504,7080,43219,3461983,856841,2605142,116701
2009:Q3,8534306,6968783,1986173,4970689,11921,1565523,192452,216490,113319,1001599,0,41663,8433335,590197,192452,397745,40835,47560,605068,216490,388578,769160,18423,750737,124989,55258,689,13713,85931,14177,71754,132725,17982,114743,154098,103478,50620,1133526,1016643,116883,147530,435474,344576,90898,282798,0,282798,4748,39843,41827,57192,38616,4196,41505,3585857,862615,2723242,100971
2009:Q4,8859150,7232689,1787913,5432855,11921,1626461,191298,214140,114853,1065300,0,40870,8774410,771863,191298,580565,42964,46145,611271,214140,397131,776588,18423,758165,124473,57468,496,14770,92611,16294,76317,133878,14621,119257,155555,102450,53105,1199796,1080391,119405,148707,414572,324892,89680,286678,0,286678,5151,43267,44730,53463,43257,5846,30264,3670597,750437,2920160,84740
2010:Q1,9320148,7714997,1838020,5865056,11921,1605151,190293,208490,116254,1048643,0,41471,9220002,860257,190293,669964,42376,46624,617885,208490,409395,776705,18423,758282,188737,58044,904,16319,91372,14147,77225,139931,13659,126272,166612,106593,60019,1184747,1063856,120891,155670,379203,309693,69510,336521,0,336521,5767,47878,98119,51401,58615,5821,28792,3861702,725805,3135897,100146
2010:Q2,9668612,8059428,1777032,6272157,10239,1609184,189665,204000,120116,1054569,0,40834,9753017,1127993,189665,938328,45011,47104,604847,204000,400847,776989,18423,758566,187866,54654,1284,18057,92198,13779,78419,146509,12672,133837,183910,114737,69173,1192956,1067856,125100,155945,356585,279299,77286,394772,0,394772,5821,52999,108089,46346,50268,5039,28040,4069735,726862,3342873,-84405
2010:Q3,10075277,8457152,1783675,6663238,10239,1618125,188796,193210,123563,1071245,0,41311,10250333,1167829,188796,979033,46889,47583,614344,193210,421134,811669,18423,793246,226228,67534,1118,11870,95107,15568,79539,153602,11717,141885,198338,120998,77340,1213562,1084460,129102,151059,314578,236518,78060,414248,0,414248,6028,52991,107868,43746,50420,17264,27278,4409180,747492,3661688,-175056
2010:Q4,10504401,8822662,1768931,7043492,10239,1681739,188007,192930,124750,1132674,0,43378,10492535,1011692,188007,823685,48024,48062,630803,192930,437873,1021493,18423,1003070,217511,60943,1062,20120,96734,15998,80736,161283,11068,150215,202198,120772,81426,1277084,1146019,131065,153738,380546,281326,99220,417386,46498,370888,5931,52070,91551,40057,50578,19700,25145,4458824,710280,3748544,11866
2011:Q1,10750189,9090815,1694692,7385884,10239,1659374,186864,181920,128734,1118550,0,43306,10681219,854673,186864,667809,41312,48273,617088,181920,435168,1340446,18423,1322023,216057,66145,1063,21659,98999,17300,81699,168978,10461,158517,209176,127499,81677,1266847,1131937,134910,157095,369324,255659,113665,399064,66544,332520,6012,54049,96369,35243,31904,16133,24430,4540880,664932,3875948,68970
2011:Q2,10756203,9295140,1529417,7757282,8441,1461063,186085,166420,27221,1033700,0,47637,10785152,753559,186085,567474,48750,48484,593278,166420,426858,1619538,18423,1601115,183289,63637,1587,21853,98391,16355,82036,175885,9611,166274,221475,137442,84033,1079049,1045257,33792,166981,363175,252414,110761,400045,40583,359462,6079,57891,93663,33184,30458,8991,25348,4690562,641382,4049180,-28949
2011:Q3,11251962,9588341,1475557,8104343,8441,1663621,185187,151830,139325,1140890,0,46389,11623776,973943,185187,788756,40857,48695,571995,151830,420165,1664660,18423,1646237,191729,58148,935,22504,98025,14835,83190,186461,11734,174727,242590,152892,89698,1298331,1151824,146507,152056,402652,269786,132866,400788,40375,360413,5998,60915,99527,31021,48329,20434,28784,4974399,635127,4339272,-371814
2011:Q4,11641982,9906085,1519462,8378182,8441,1735897,185278,152060,147726,1205233,0,45600,11950070,914032,185278,728754,42968,48906,596112,152060,444052,1663446,18423,1645023,173851,60481,1031,17528,105439,18092,87347,199578,17096,182482,251646,160857,90789,1372016,1216242,155774,142217,496874,287303,209571,469317,38328,430989,5988,62397,113279,29879,130705,26848,21178,5004354,647673,4356681,-308088
2012:Q1,12024672,10306692,1672607,8625644,8441,1717980,184840,152780,146153,1188783,0,45424,12391363,825047,184840,640207,38931,49910,596976,152780,444196,1892042,18422,1873620,189269,71572,606,20357,102628,15126,87502,200470,13603,186867,258532,164120,94412,1354424,1199922,154502,181555,544720,342856,201864,525623,55593,470030,6146,62141,117165,27618,129566,31423,19582,5145060,634173,4510887,-366691
2012:Q2,12229137,10490548,1594427,8889009,7112,1738589,184433,162020,150544,1196412,0,45180,12734362,937323,184433,752890,38547,50914,607318,162020,445298,1964773,18422,1946351,215381,60925,1075,20067,99840,14724,85116,198944,14334,184610,276545,174471,102074,1365718,1206069,159649,191115,489640,283110,206530,537758,54457,483301,6154,67447,89445,26288,152726,7296,18252,5310871,630097,4680774,-505225
2012:Q3,12478715,10723156,1613026,9103018,7112,1755559,183661,158510,153942,1216144,0,43302,12975682,874120,183661,690459,39439,51918,623214,158510,464704,1967526,0,1967526,231081,77911,709,20931,97342,15799,81543,200434,12460,187974,288307,180858,107449,1388862,1225428,163434,182197,513720,289623,224097,609054,55936,553118,6331,63391,85032,24307,127124,10776,19240,5472716,679051,4793665,-496967
2012:Q4,12822949,11027944,1626480,9394352,7112,1795005,182513,162590,158521,1246971,0,44410,13322307,1058480,182513,875967,39437,52922,622317,162590,459727,1974315,0,1974315,246209,76601,206,19312,94817,14712,80105,203226,11705,191521,297816,185835,111981,1424251,1256276,167975,185479,510255,311922,198333,559231,55298,503933,6231,63990,82016,23491,184538,7953,17732,5571482,661654,4909828,-499358
2013:Q1,13171026,11373129,1788158,9577859,7112,1797897,181783,157810,156671,1258426,0,43207,13606235,1047628,181783,865845,32639,53481,640390,157810,482580,2098312,0,2098312,232851,79539,172,19218,95353,16368,78985,194176,9438,184738,295615,184120,111495,1433323,1267786,165537,196704,531816,320744,211072,581226,56768,524458,6702,63230,83397,21561,147438,9094,21059,5721311,720235,5001076,-435209
2013:Q2,13066246,11368166,1568076,9794395,5695,1698080,180958,154880,146962,1172656,0,42624,13272000,1034445,180958,853487,37330,54041,639065,154880,484185,2143888,0,2143888,194774,68763,62,20100,94414,16382,78032,186906,8631,178275,287120,178488,108632,1335688,1180561,155127,192468,498739,253244,245495,536196,52509,483687,6621,62602,84463,21656,134147,18072,25423,5595017,675367,4919650,-205754
2013:Q3,13118316,11563589,1527909,10029985,5695,1554727,180022,124080,52479,1155848,0,42298,13279606,1007977,180022,827955,37376,54600,615707,124080,491627,2262042,0,2262042,187210,70812,261,19555,96145,19111,77034,180438,9035,171403,285496,177139,108357,1223884,1163728,60156,187458,526649,298291,228358,495211,53186,442025,6516,62719,91779,20900,150170,16541,27340,5652820,645031,5007789,-161290
2013:Q4,13680640,11834187,1590563,10228624,15000,1846453,179226,120600,172695,1337319,0,36613,13566985,780344,179226,601118,38822,55159,634254,120600,513654,2341336,0,2341336,216907,68553,785,19112,100831,24491,76340,173697,8162,165535,281413,174266,107147,1535788,1354585,181203,181275,547316,342465,204851,472816,43138,429678,6404,55628,68434,22297,123713,15908,33577,5792616,685527,5107089,113655
2014:Q1,13930548,12098504,1650233,10433271,15000,1832044,178372,108540,176525,1324746,0,43861,13901465,684548,178372,506176,38909,55668,632734,108540,524194,2494381,0,2494381,263820,67722,931,20401,99766,22904,76862,180333,7913,172420,287664,177523,110141,1526353,1342008,184345,184304,525350,331793,193557,579551,51077,528474,6532,57395,74835,22379,100047,15650,33881,5948311,689327,5258984,29083
2014:Q2,13886966,12047511,1386402,10647497,13612,1839455,177677,111860,178429,1328942,0,42547,13939117,546176,177677,368499,40664,56178,633501,111860,521641,2614159,0,2614159,298977,66959,449,21296,103453,25898,77555,187580,8008,179572,293805,180705,113100,1531377,1344856,186521,198331,427503,213281,214222,592685,37211,555474,6671,61482,74363,22579,89257,20667,32312,6018693,627612,5391081,-52151
2014:Q3,14117408,12255772,1409628,10832532,13612,1861636,176762,105670,183738,1348217,0,47249,14160243,507637,176762,330875,41380,56688,614899,105670,509229,2662378,0,2662378,359535,61707,886,26236,106597,27847,78750,194824,8652,186172,296560,181800,114760,1556008,1364207,191801,198738,446312,263512,182800,660802,37581,623221,6537,61928,75065,25471,64616,21681,44607,6069151,614066,5455085,-42835
2014:Q4,14416680,12480854,1456692,11010550,13612,1935826,175970,116490,191269,1407513,0,44584,14652358,605858,175970,429888,41679,57197,646472,116490,529982,2736293,0,2736293,422563,57799,988,21589,108314,27951,80363,202147,9816,192331,304867,186300,118567,1623382,1423465,199917,199249,484687,262263,222424,682894,32784,650110,6391,67375,74538,27628,54200,13125,55157,6157966,671641,5486325,-235678
2015:Q1,14434858,12606703,1476540,11116551,13612,1828155,174958,117930,131662,1358679,0,44926,14754477,690268,174958,515310,34613,58363,669473,117930,551543,2773131,0,2773131,426808,56965,1126,22917,106520,26689,79831,202016,8901,193115,304967,186236,118731,1515173,1374622,140551,176744,508750,251615,257135,709433,32472,676961,6369,70659,80222,28234,69101,9612,60382,6172631,702290,5470341,-319619
2015:Q2,14353401,12670654,1393162,11265177,12315,1682747,173981,99770,68607,1295329,0,45060,14488234,731703,173981,557722,32123,59529,652808,99770,553038,2682775,0,2682775,426408,58466,1484,23269,105629,25476,80153,202068,7839,194229,294125,179489,114636,1387335,1309947,77388,185671,444548,214772,229776,725560,33584,691976,6215,70601,79327,29197,59718,8409,58125,6163141,701278,5461863,-134833
2015:Q3,14376720,12812842,1355231,11445296,12315,1563878,172826,78120,0,1271898,0,41034,14602071,898748,172826,725922,31503,60694,627951,78120,549831,2720453,0,2720453,425556,55855,1847,22870,104944,24918,80026,205097,8720,196377,294529,179608,114921,1294970,1286212,8758,170999,435774,191762,244012,789089,43394,745695,6103,85001,86443,28900,72445,12270,64145,6105885,667144,5438741,-225351
2015:Q4,15141072,13168996,1511030,11642966,15000,1972076,171630,75150,206930,1481824,0,36542,15214882,911201,171630,739571,37425,61860,653845,75150,578695,2675909,0,2675909,435026,70949,2036,29220,104148,23837,80311,205993,7301,198692,286719,174717,112002,1714795,1498842,215953,174546,530292,244362,285930,826586,44403,782183,5834,80095,96384,28866,77319,9425,50188,6146221,724731,5421490,-73810
2016:Q1,15377316,13407102,1614378,11777724,15000,1970214,170370,82800,212968,1466952,0,37124,15649955,947579,170370,777209,45979,62137,664847,82800,582047,2757311,0,2757311,442010,80296,2102,28496,107587,23849,83738,211525,9079,202446,300117,181383,118734,1706240,1483958,222282,170358,606063,299018,307045,844046,43864,800182,5839,92075,98091,27860,102212,9195,53556,6284434,726608,5557826,-272639
2016:Q2,15385151,13391647,1504987,11873636,13024,1993504,169053,101784,216089,1469277,0,37301,15802386,958904,169053,789851,35391,62415,687593,101784,585809,2806334,0,2806334,455543,90299,2451,23383,110845,25132,85713,222850,10483,212367,310075,185931,124144,1710138,1484312,225826,184977,555988,226243,329745,913024,49116,863908,4205,91879,97967,25566,110477,8232,54797,6279053,688156,5590897,-417235
2016:Q3,15643934,13621965,1644759,11964182,13024,2021969,167524,109211,220876,1486849,0,37509,15989386,971278,167524,803754,39201,62692,710864,109211,601653,2780236,0,2780236,495322,99043,2276,23250,117808,31547,86261,227363,12437,214926,312739,186084,126655,1732721,1501890,230831,203821,709170,342006,367164,943016,56391,886625,4229,92197,111354,21784,117027,6944,49176,6155875,698788,5457087,-345452
